KREIS;GEMEINDE;TYP;HERSTELLER;NABENHOEHE;ROTORDURCHMESSER;SCHALLLEISTUNGSPEGEL;LEISTUNG;LEISTUNGSBEZUG;OSTWERT;NORDWERT;GENEHMIGT_AM;INBETRIEBNAHME;STATUS;BST_NR;ANL_NR;AKTENZEICHEN;DATENDATUM;DATENQUELLE
Ostholstein;Lensahn;Enercon E66/18.70;Enercon;65;70;103,0 dB(A);1800;kW Nennleist. Rotor.;624602;6009714;12.05.1999;14.02.2002;in Betrieb;55027492761;0001;83.072;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Enercon E66/15.66;Enercon;85;66;102,0 dB(A);1500;kW Nennleist. Rotor.;624385;6010372;02.11.1998;11.09.2001;in Betrieb;55027492762;0001;82.177;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Enercon E40/6.44;Enercon;65;44;101,0 dB(A);600;kW Nennleist. Rotor.;623915;6010627;17.06.1998;30.12.1998;in Betrieb;55027492763;0001;82.177;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;REpower/Jacobs MD 70, S-Nr.R70032;Jacobs;65;70;104,0 dB(A);1500;kW Nennleist. Rotor.;624909;6009921;01.02.2000;02.11.2001;in Betrieb;55027492775;0001;83.072;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Enercon E 70 E4, S-Nr.783993;Enercon;64;71;104,5 dB(A);2300;kW Nennleist. Rotor.;624117;6010053;04.01.2012;24.06.2013;in Betrieb;55027900013;0001;G20/2011/005;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Enercon E 70 E4, S-Nr.783995;Enercon;64;71;104,5 dB(A)/101,2 dB(A);2300;kW Nennleist. Rotor.;624080;6010286;04.01.2012;27.06.2013;in Betrieb;55027900014;0001;G20/2011/006;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Enercon E 70 E4, S-Nr.783994;Enercon;64;71;104,5 dB(A)/98,5 dB(A);2300;kW Nennleist. Rotor.;624010;6010476;04.01.2012;27.06.2013;in Betrieb;55027900015;0001;G20/2011/007;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Harmsdorf;Siemens Gamesa SG155;Siemens;122,5;155;HZ /dB(A) | 63/85,2 | 125/92,3 | 250/98,1 | 500/99,6 | 1000/100,7 | 2000/99,5 | 4000/93,8 | 8000/78 | SLP=106,1 dB(A);6600;kW Nennleist. Rotor.;620528;6013466;22.12.2021;04.09.2023;in Betrieb;55027900017;0012;G20/2021/002;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Siemens Gamesa SG155;Siemens;122,5;155;HZ /dB(A) | 63/83,8 | 125/90,1 | 250/95,7 | 500/97,2 | 1000/98,3 | 2000/97,1 | 4000/91,4 | 8000/75,6 | SLP=103,7 dB(A);6600;kW Nennleist. Rotor.;620417;6013086;22.12.2021;04.09.2023;in Betrieb;55027900017;0013;G20/2021/003;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Siemens Gamesa SG155;Siemens;122,5;155;HZ /dB(A) | 63/85,3 | 125/92,8 | 250/98,7 | 500/100,2 | 1000/101,3 | 2000/100,1 | 4000/94,4 | 8000/78,6 | SLP=106,7 dB(A);6600;kW Nennleist. Rotor.;620375;6012680;22.12.2021;04.09.2023;in Betrieb;55027900017;0014;G20/2021/004;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Siemens Gamesa SG155;Siemens;122,5;155;HZ /dB(A) | 63/85,3 | 125/92,8 | 250/98,7 | 500/100,2 | 1000/101,3 | 2000/100,1 | 4000/94,4 | 8000/78,6 | SLP=106,7 dB(A);6600;kW Nennleist. Rotor.;620932;6013265;22.12.2021;04.09.2023;in Betrieb;55027900017;0015;G20/2021/005;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Siemens Gamesa SG155;Siemens;122,5;155;HZ /dB(A) | 63/85,3 | 125/92,8 | 250/98,7 | 500/100,2 | 1000/101,3 | 2000/100,1 | 4000/94,4 | 8000/78,6 | SLP=106,7 dB(A);6600;kW Nennleist. Rotor.;620988;6012911;22.12.2021;04.09.2023;in Betrieb;55027900017;0016;G20/2021/006;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Siemens Gamesa SG155;Siemens;122,5;155;HZ /dB(A) | 63/85,1 | 125/92,2 | 250/98 | 500/99,5 | 1000/100,6 | 2000/99,4 | 4000/93,7 | 8000/77,9 | SLP=106 dB(A);6600;kW Nennleist. Rotor.;620719;6012489;22.12.2021;04.09.2023;in Betrieb;55027900017;0017;G20/2021/007;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Lensahn;Siemens Gamesa SG155;Siemens;102,5;155;HZ /dB(A) | 63/83,8 | 125/89,6 | 250/95,2 | 500/96,7 | 1000/97,8 | 2000/96,6 | 4000/90,9 | 8000/75,1 | SLP=103,2 dB(A);6600;kW Nennleist. Rotor.;621173;6012590;22.12.2021;04.09.2023;in Betrieb;55027900017;0018;G20/2021/008;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Vestas V136-4.2;Vestas;112;136;u.V. Hz /dB(A) | 63/86,6 | 125/94,2 | 250/98,9 | 500/100,7 | 1000/99,7 | 2000/95,6 | 4000/88,7 | 8000/78,6 | SLP=105,6 dB(A);4200;kW Nennleist. Rotor.;631127;6022954;;;im Gen.Verf.;55031203295;0005;G20/2023/010;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Enercon E 40, S-Nr.40287;Enercon;48;40;103,5 dB(A);500;kW Nennleist. Rotor.;628871;6021722;25.10.1994;14.03.1995;in Betrieb;55031203686;0001;46.877 und I;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Enercon E 40, S-Nr.40430;Enercon;63;40;103,8 dB(A);500;kW Nennleist. Rotor.;628917;6021512;31.03.1995;14.09.1995;in Betrieb;55031203686;0002;46.877 II und III;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Enercon E 70 E4, S-Nr. 781511;Enercon;64;71;104,5 dB(A);2300;kW Nennleist. Rotor.;631144;6022983;30.08.2006;12.07.2007;in Betrieb;55031203860;0003;G20/2006/077;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Enercon E 70 E4, S-Nr. 784016;Enercon;64;71;104,5 dB(A);2300;kW Nennleist. Rotor.;630674;6022805;30.08.2012;20.12.2012;in Betrieb;55031203860;0004;G20/2012/034;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Vestas V-136;Vestas;112;136;Hz /dB(A) | 63/84,7 | 125/92,4 | 250/97,1 | 500/98,9 | 1000/97,8 | 2000/93,7 | 4000/86,8 | 8000/76,7 | SLP=103,8 dB(A);4200;kW Nennleist. Rotor.;631538;6023550;31.03.2021;10.03.2023;in Betrieb;55031203860;0010;G20/2019/001;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Vestas V-136 4,2 MW;Vestas;112;136;HZ /dB(A) | 63/83,4 | 125/90,9 | 250/95,5 | 500/97,3 | 1000/96,2 | 2000/92,2 | 4000/85,4 | 8000/75,7 | SLP=102,2 dB(A);4200;kW Nennleist. Rotor.;631114;6023404;31.03.2021;14.02.2023;in Betrieb;55031203860;0011;G20/2019/002;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Vestas V-136;Vestas;112;136;Hz /dB(A) | 63/82,8 | 125/90,3 | 250/94,9 | 500/96,7 | 1000/95,6 | 2000/91,6 | 4000/84,8 | 8000/75,1 | SLP=101,6 dB(A);4200;kW Nennleist. Rotor.;630600;6023343;31.03.2021;10.03.2023;in Betrieb;55031203860;0012;G20/2019/003;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Vestas V-136;Vestas;112;136;Hz /dB(A) | 63/82,4 | 125/89,9 | 250/94,5 | 500/96,3 | 1000/95,2 | 2000/91,2 | 4000/84,4 | 8000/74,7 | SLP=101,2 dB(A);4200;kW Nennleist. Rotor.;631590;6023124;31.03.2021;14.03.2023;in Betrieb;55031203860;0013;G20/2019/004;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Vestas V 44, S-Nr.V 2140;Vestas;53;44;100,0 dB(A);600;kW Nennleist. Rotor.;633368;6023190;09.06.1995;02.02.1996;in Betrieb;55031203861;0001;80.310;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Enercon E 40/5.40;Enercon;48;40;101,5 dB(A);500;kW Nennleist. Rotor.;634028;6019764;04.03.1996;27.05.1997;in Betrieb;55031203862;0001;46.832 I + II;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Enercon E 40/5.40;Enercon;48;40;101,5 dB(A);500;kW Nennleist. Rotor.;634048;6019669;30.12.1994;27.03.1995;in Betrieb;55031203862;0002;46.832 I + II;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neukirchen;Enercon E-147 EP5 E2;Enercon;126;147;HZ /dB(A) | 63/81,7 | 125/88,4 | 250/92,9 | 500/96,5 | 1000/96,9 | 2000/95 | 4000/90,9 | 8000/83,9 | SLP=102,3 dB(A);5000;kW Nennleist. Rotor.;630284;6023129;17.03.2021;23.03.2023;in Betrieb;55031203865;0002;G20/2020/048;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Neustadt in Holstein;DeWind D4-1 ;DeWind;50;46;;600;kW Nennleist. Rotor.;617146;5995006;18.04.1996;30.06.1996;in Betrieb;55032493017;0001;95(/96;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V136-4.2 MW;Vestas;112;136;ungeprüft u.v. HZ /dB(A) | 63/84,1 | 125/91,8 | 250/96,5 | 500/98,3 | 1000/97,2 | 2000/93,1 | 4000/86,2 | 8000/76,1 | SLP=103,2 dB(A);4200;kW Nennleist. Rotor.;618133;5980308;23.05.2023;;vor Inbetriebnahme;55035215716;0001;G20/2021/082;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V136-4.2 MW;Vestas;82;136;u.V. nacht Hz /dB(A) | 63/83,4 | 125/91,1 | 250/95,8 | 500/97,6 | 1000/96,5 | 2000/92,4 | 4000/85,5 | 8000/75,4 | SLP=102,5 dB(A) tag SLP=105,6 dB(A);4200;kW Nennleist. Rotor.;618323;5980097;26.09.2023;;vor Inbetriebnahme;55035215717;0001;G20/2022/045;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V136-4.2 MW;Vestas;112;136;u.V. nacht Hz /dB(A) | 63/82,9 | 125/90,6 | 250/95,3 | 500/97,1 | 1000/96 | 2000/91,9 | 4000/85 | 8000/74,9 | SLP=102 dB(A)	tag SLP=105,6 dB(A);4200;kW Nennleist. Rotor.;618442;5979842;26.09.2023;;vor Inbetriebnahme;55035215717;0002;G20/2022/046;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 112-3.45 MW;Vestas;94;112;;3450;kW Nennleist. Rotor.;618363;5979361;26.09.2023;;vor Inbetriebnahme;55035215717;0003;G20/2022/047;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Scharbeutz;Nordex N133/4,8;Nordex;125,4;113,2;u.V. HZ /dB(A) | 63/87,4 | 125/94,4 | 250/98,2 | 500/99,1 | 1000/99,6 | 2000/98,3 | 4000/94 | 8000/84,8 | SLP=105,7 dB(A);4800;kW Nennleist. Rotor.;609105;5982342;19.09.2023;;vor Inbetriebnahme;55035215718;0001;G20/2022/088;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Nordex N149/5,7;Nordex;125,4;149,1;u.V. Hz /dB(A) | 63/88,5 | 125/94,7 | 250/98,4 | 500/101 | 1000/101,7 | 2000/99,2 | 4000/91,6 | 8000/83,6 | SLP=106,8 dB(A);5700;kW Nennleist. Rotor.;609477;5982206;19.09.2023;;vor Inbetriebnahme;55035215718;0002;G20/2022/089;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Nordex N133/4,8;Nordex;125,4;133,2;u.V. HZ /dB(A) | 63/87,4 | 125/94,4 | 250/98,2 | 500/99,1 | 1000/99,6 | 2000/98,3 | 4000/94 | 8000/84,8 | SLP=105,7 dB(A);4800;kW Nennleist. Rotor.;609719;5981956;19.09.2023;;vor Inbetriebnahme;55035215718;0003;G20/2022/090;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Nordex N133/4,8;Nordex;125,4;133,2;u.V.nacht:Hz /dB(A) | 63/86,9 | 125/93,9 | 250/97,7 | 500/98,6 | 1000/99,1 | 2000/97,8 | 4000/93,5 | 8000/84,3 | SLP=105,2dB(A) tag: Hz /dB(A) | 63/87,4 | 125/94,4 | 250/98,2 | 500/99,1 | 1000/99,6 | 2000/98,3 | 4000/94 | 8000/84,8 | SLP=105,7 dB(A);4800;kW Nennleist. Rotor.;609920;5982249;19.09.2023;;vor Inbetriebnahme;55035215718;0004;G20/2022/091;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-1-2192;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;618257;5979065;01.02.1996;17.10.1996;in Betrieb;55035492992;0001;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-2-2193;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;618268;5978765;01.02.1996;17.10.1996;in Betrieb;55035492992;0002;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-3-2195;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;618354;5978493;01.02.1996;17.10.1996;in Betrieb;55035492992;0003;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-4-2189;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;618018;5979305;01.02.1996;17.10.1996;in Betrieb;55035492992;0004;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-5-2188;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;617989;5978943;01.02.1996;17.10.1996;in Betrieb;55035492992;0005;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-6-2190;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;618007;5978764;01.02.1996;17.10.1996;in Betrieb;55035492992;0006;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-7-2191;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;617992;5978583;01.02.1996;17.10.1996;in Betrieb;55035492992;0007;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-8-2199;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;617721;5978723;01.02.1996;17.10.1996;in Betrieb;55035492992;0008;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-9-2198;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;617709;5978547;01.02.1996;17.10.1996;in Betrieb;55035492992;0009;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-10-2197;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;617755;5978337;01.02.1996;17.10.1996;in Betrieb;55035492992;0010;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-11-2201;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;617780;5978126;01.02.1996;17.10.1996;in Betrieb;55035492992;0011;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-12-2194;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;618059;5978391;01.02.1996;17.10.1996;in Betrieb;55035492992;0012;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 44, S-Nr.V-13-2196;Vestas;53;44;101,0 dB(A);600;kW Nennleist. Rotor.;618095;5978200;01.02.1996;17.10.1996;in Betrieb;55035492992;0013;79.770;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Ratekau;Vestas V 66, S-Nr.V-13477;Vestas;67;66;107,9 dB(A);1650;kW Nennleist. Rotor.;618329;5979588;18.02.2002;15.09.2002;in Betrieb;55035492992;0014;G20/2001/027;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Vestas V150 EnVentus;Vestas;105;150;"u.V. Hz /dB(A) | 63/83,9 | 125/91,6 | 250/96,4 | 500/98,2 | 1000/97 | 2000/92,9 | 4000/85,8 | 8000/75,7 | SLP=103 dB(A); Tag 106,9 dB(A)";6000;kW Nennleist. Rotor.;627651;6008659;;;im Gen.Verf.;55036220543;0001;G20/2022/114;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Vestas V150 Enventus-6.0;Vestas;105;150;"u.V. Hz /dB(A) | 63/81,9 | 125/89,6 | 250/94,4 | 500/96,2 | 1000/95 | 2000/90,9 | 4000/83,8 | 8000/73,6 | SLP=101 dB(A); Tag 106,9 dB(A)";6000;kW Nennleist. Rotor.;628057;6008620;;;im Gen.Verf.;55036220543;0002;G20/2022/115;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Vestas V150 EnVentus-6.0;Vestas;105;150;"u.V. Hz /dB(A) | 63/81,9 | 125/89,6 | 250/94,4 | 500/96,2 | 1000/95 | 2000/90,9 | 4000/83,8 | 8000/73,6 | SLP=101 dB(A); Tag 106,9 dB(A)";6000;kW Nennleist. Rotor.;628448;6008722;;;im Gen.Verf.;55036220543;0003;G20/2022/116;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Siemens Gamesa SG 6,6-155;Siemens;102,5;155;u.V. Hz /dB(A) | 63/83,3 | 125/89,6 | 250/95,2 | 500/96,7 | 1000/97,8 | 2000/96,6 | 4000/90,9 | 8000/75,1 | SLP=103,2 dB(A);6600;kW Nennleist. Rotor.;630040;6008878;;;im Gen.Verf.;55036220544;0001;G20/2022/134;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Siemens Gamesa SG 5,0-132;Siemens;84;132;u.V. Hz /dB(A) | 63/86,2 | 125/91,6 | 250/93,9 | 500/95 | 1000/96,1 | 2000/93,8 | 4000/87,5 | 8000/78,3 | SLP=101,6 dB(A);5000;kW Nennleist. Rotor.;630169;6008564;;;im Gen.Verf.;55036220544;0002;G20/2022/135;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Siemens Gamesa SG 6,6-155;Siemens;122,5;155;u.V. Hz /dB(A) | 63/84,8 | 125/92,3 | 250/98,2 | 500/99,7 | 1000/100,8 | 2000/99,6 | 4000/93,9 | 8000/78,1 | SLP=106,2 dB(A);6600;kW Nennleist. Rotor.;630492;6009038;;;im Gen.Verf.;55036220544;0003;G20/2022/136;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Grömitz;Vestas V47;Vestas;65;47;;660;kW Nennleist. Rotor.;627357;6010260;07.04.1999;30.06.2000;in Betrieb;55036220767;0001;06292-98-30/81.848;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Grömitz;Vestas V47;Vestas;65;47;;660;kW Nennleist. Rotor.;627569;6009789;07.04.1999;30.06.2000;in Betrieb;55036220767;0002;06292-98-30/81.848;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Vestas V47;Vestas;65;47;;660;kW Nennleist. Rotor.;628185;6009232;07.04.1999;23.06.2000;in Betrieb;55036220767;0003;06292-98-30/81.848;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Vestas V47;Vestas;65;47;;660;kW Nennleist. Rotor.;628485;6008993;07.04.1999;22.06.2000;in Betrieb;55036220767;0004;06292-98-30/81.848;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Vestas V47;Vestas;65;47;;660;kW Nennleist. Rotor.;628841;6008780;07.04.1999;30.06.2000;in Betrieb;55036220767;0005;06292-98-30/81.848;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Vestas V47;Vestas;65;47;;660;kW Nennleist. Rotor.;627794;6008868;07.04.1999;22.06.2000;in Betrieb;55036220767;0006;06292-98-30/81.848;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Vestas V47;Vestas;65;47;;660;kW Nennleist. Rotor.;627992;6008659;07.04.1999;22.06.2000;in Betrieb;55036220767;0007;06292-98-30/81.848;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Vestas V47;Vestas;65;47;;660;kW Nennleist. Rotor.;628324;6008625;07.04.1999;22.06.2000;in Betrieb;55036220767;0008;06292-98-30/81.848;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Senvion/Jacobs MD 70, S-Nr. R70068;Jacobs;65;70;103,1 dB(A);1240;kW Nennleist. Rotor.;626894;6010630;15.12.1999;20.12.2001;in Betrieb;55036220771;0001;82.912;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Senvion Jacobs MD 70, S-Nr.R 70069;Jacobs;65;70;103,1 dB(A);1240;kW Nennleist. Rotor.;626987;6010354;15.12.1999;19.12.2001;in Betrieb;55036220771;0002;82.912;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;REpower/Jacobs MD 70;Jacobs;65;70;;1240;kW Nennleist. Rotor.;627526;6010398;19.11.2001;29.12.2001;in Betrieb;55036220771;0003;01636-01-30/82.912;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;REpower/Jacobs MD 70;Jacobs;65;70;;1240;kW Nennleist. Rotor.;627164;6009937;15.12.1999;21.12.2001;in Betrieb;55036220771;0004;00939-99-30/82.912;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Enercon E66;Enercon;65;70;103;1800;kW Nennleist. Rotor.;627833;6009431;09.09.1999;06.03.2002;in Betrieb;55036220772;0001;82.913 ;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Enercon E66;Enercon;65;70;103;1800;kW Nennleist. Rotor.;627590;6009022;09.09.1999;15.03.2002;in Betrieb;55036220772;0002;82.913;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Enercon E115 EP3 E3;Enercon;92;116;HZ /dB(A) | 63/86,8 | 125/92,4 | 250/95,3 | 500/97,9 | 1000/99,5 | 2000/100,4 | 4000/96,4 | 8000/83,1 | SLP=105,6 dB(A);2990;kW Nennleist. Rotor.;626666;6011752;17.05.2019;24.01.2022;in Betrieb;55036220777;0001;G20/2012/090;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Enercon E115 EPR3 E3;Enercon;92;116;HZ /dB(A) | 63/86,8 | 125/92,4 | 250/95,3 | 500/97,9 | 1000/99,5 | 2000/100,4 | 4000/96,4 | 8000/83,1 | SLP=105,6 dB(A);2990;kW Nennleist. Rotor.;626813;6011347;17.05.2019;19.11.2021;in Betrieb;55036220777;0002;G20/2012/091;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Enercon E115;Enercon;92;116;HZ /dB(A) | 63/86,2 | 125/91,8 | 250/94,7 | 500/97,3 | 1000/98,9 | 2000/99,8 | 4000/95,8 | 8000/82,5 | SLP=105 dB(A);2990;kW Nennleist. Rotor.;626913;6011037;17.05.2019;23.12.2021;in Betrieb;55036220777;0003;G20/2012/092;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Riepsdorf;Enercon E 115;Enercon;92;116;HZ /dB(A) | 63/86,1 | 125/91,7 | 250/94,6 | 500/97,2 | 1000/98,8 | 2000/99,7 | 4000/95,7 | 8000/82,4 | SLP=104,9 dB(A);2990;kW Nennleist. Rotor.;627292;6010772;17.05.2019;25.10.2021;in Betrieb;55036220777;0004;G20/2012/093;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Senvion MM100, S-Nr. SEN100390;Senvion;100;100;104,8 dB(A),101,0 dB(A);2000;kW Nennleist. Rotor.;623489;6001636;29.12.2016;08.06.2018;in Betrieb;55037220875;0001;G20/2015/115;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Senvion MM100, S-Nr.100428;Senvion;100;100;104,8 dB(A);2000;kW Nennleist. Rotor.;623952;6001654;28.02.2017;01.02.2019;in Betrieb;55037220875;0002;G20/2015/116;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Senvion MM92, S-Nr.SEN93945;Senvion;100;92;104,2 dB(A), 99,8 dB(A);2050;kW Nennleist. Rotor.;623238;6001131;29.12.2016;08.06.2018;in Betrieb;55037220875;0003;G20/2015/117;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E-101, S-Nr.1011529;Enercon;99;101;105,5 dB(A);3050;kW Nennleist. Rotor.;624361;6001658;28.12.2016;22.06.2018;in Betrieb;55037220877;0001;G20/2016/022;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E-101, S-Nr.1011530;Enercon;99;101;105,5 dB(A);3050;kW Nennleist. Rotor.;624418;6001329;28.12.2016;18.06.2018;in Betrieb;55037220877;0002;G20/2016/023;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E-101, S-Nr.1011531;Enercon;99;101;105,5 dB(A),103,5 dB(A);3050;kW Nennleist. Rotor.;624498;6001036;28.12.2016;15.06.2018;in Betrieb;55037220877;0003;G20/2016/024;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E-115, S-Nr.1151154;Enercon;92;115;105,5 dB(A)/97,3 dB(A);3000;kW Nennleist. Rotor.;625254;6000930;30.08.2018;26.04.2019;in Betrieb;55037220877;0004;G20/2016/025;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Nordex N 117;Nordex;141;117;;3600;kW Nennleist. Rotor.;624094;6001083;01.04.2022;;vor Inbetriebnahme;55037220878;0003;G20/2020/051;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E-66;Enercon;65;70;103,0 dB(A);1800;kW Nennleist. Rotor.;624722;6001465;23.01.2002;25.07.2002;in Betrieb;55037220880;0001;G20/2001/017;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;Enercon E-66;Enercon;65;70;103,0 dB(A);1800;kW Nennleist. Rotor.;624983;6001097;23.01.2002;26.09.2002;in Betrieb;55037220880;0002;G20/2001/017;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;WKA Nordex N149;Nordex;105;149;;5700;kW Nennleist. Rotor.;622166;6002588;27.07.2023;;vor Inbetriebnahme;55037220882;0001;G20/2021/044;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;WKA Nordex N149;Nordex;105;149;;5700;kW Nennleist. Rotor.;622480;6002455;27.07.2023;;vor Inbetriebnahme;55037220883;0002;G20/2021/045;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;WKA Nordex N149;Nordex;105;149;;5700;kW Nennleist. Rotor.;622883;6002198;27.07.2023;;vor Inbetriebnahme;55037220883;0003;G20/2021/046;10.10.2023;LfU SH, Abtl. 7
Ostholstein;Schashagen;WKA Nordex N117/3600;Nordex;91;117;;3600;kW Nennleist. Rotor.;622519;6002095;27.07.2023;;vor Inbetriebnahme;55037220883;0004;G20/2021/047;10.10.2023;LfU SH, Abtl. 7
